dividend_dividend_yield,0.01466
dividend_dividend_yield_future,0.01486
dividend_dividend_volatility,1
dividend_dividend_paying_years,10
dividend_payout_ratio,0.41729
dividend_payout_ratio_3y,0.63532
dividend_historical_dividend_yield_date,1625875200,1622160000,1593388800,1558915200,1543190400,1527465600,1511395200,1495411200,1471910400,1432857600,1432771200,1400803200,1400716800,1369180800,1353456000,1337817600,1321920000,1306195200,1290556800,1282867200
dividend_historical_dividend_yield,0.01466,0.0145,0.00821,0.01129,0.01476,0.01459,0.01521,0.01646,0.01805,0.0163,0.02141,0.02235,0.02953,0.03299,0.06778,0.05841,0.05459,0.04961,0.0401,0.04054
dividend_historical_dividend_payments_date,1625875200,1622160000,1593388800,1558915200,1543190400,1527465600,1511395200,1495411200,1471910400,1432857600,1432771200,1400803200,1400716800,1369180800,1353456000,1337817600,1321920000,1306195200,1290556800,1282867200
dividend_historical_dividend_payments,0.44,0.44,0.275,0.2325,0.21,0.2125,0.2,0.195,0.167,0.138,0.138,0.124,0.124,0.124,0.172,0.124,0.124,0.124,0.124,0.124
dividend_merged_future_dividends_per_share_date,1711843200,1680220800,1648684800,1625875200
dividend_merged_future_dividends_per_share,0.50417,0.44428,0.39216,0.44
dividend_merged_future_yield_date,1711843200,1680220800,1648684800,1625875200
dividend_merged_future_yield,0.01681,0.01481,0.01307,0.01467
dividend_upcoming_dividend
dividend_dividend_yield_growth_annual,-0.14575
dividend_first_payment,0.124
dividend_last_payment,0.44
dividend_industry_analysis
dividend_buyback_yield,-0.0002
dividend_total_shareholder_yield,0.01446
dividend_payout_ratio_median_3yr,0.61641
dividend_dividend_payments_growth_annual,0.14558
dividend_dividend_payments_single_growth_1y,0.38182
dividend_dividend_payments_single_growth_3y,0.78781
dividend_dividend_payments_single_growth_5y,1.27422
dividend_dividend_payments_ltm,0.44706
dividend_payout_ratio_history_date,1617148800,1609372800,1601424000,1593475200,1585612800,1577750400,1569801600,1561852800,1553990400,1546214400,1538265600,1530316800,1522454400,1514678400,1506729600,1498780800,1490918400,1483142400,1475193600,1467244800,1459382400,1451520000,1443571200,1435622400,1427760000,1419984000,1412035200
dividend_payout_ratio_history,0.41729,0.43651,0.4623,0.49923,0.54961,0.58464,0.62787,0.63196,0.63657,0.62655,0.61641,0.6262,0.63685,0.64758,0.65948,0.65598,0.65244,0.64878,0.64497,0.64881,0.65325,0.65152,0.64978,0.66279,0.67741,0.686,0.69576
future_return_on_equity_1y,0.22636
future_return_on_equity_3y,0.23187
future_earnings_per_share_growth_1y,-0.31289
future_earnings_per_share_growth_3y,-0.11976
future_earnings_per_share_1y,0.6257
future_earnings_per_share_2y,0.6896
future_earnings_per_share_3y,0.80157
future_revenue_growth_1y,-0.1671
future_revenue_growth_2y,-0.09587
future_revenue_growth_3y,-0.00668
future_revenue_1y,1641.80394
future_revenue_2y,1782.2429
future_revenue_3y,1958.00748
future_cash_ops_growth_1y,-0.35871
future_cash_ops_growth_2y,-0.24636
future_cash_ops_growth_3y,-0.17446
future_cash_ops_1y,401
future_cash_ops_2y,471.25
future_cash_ops_3y,516.21015
future_net_income_growth_1y,-0.30087
future_net_income_growth_2y,-0.2259
future_net_income_growth_3y,-0.14142
future_net_income_1y,366.48496
future_net_income_2y,405.78293
future_net_income_3y,450.07002
future_minimum_earnings_growth,0.0214
future_merged_future_earnings_per_share_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_earnings_per_share,0.80188,0.6896,0.6257,0.91062
future_merged_future_earnings_per_share_high_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_earnings_per_share_high,0.9239,0.8025,0.7026,0.91062
future_merged_future_earnings_per_share_low_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_earnings_per_share_low,0.71,0.60558,0.54911,0.91062
future_merged_future_revenue_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_revenue,1958.48903,1782.2429,1641.80394,1971.2
future_merged_future_cash_operations_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_cash_operations,516.33333,471.25,401,625.3
future_merged_future_net_income_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_net_income,450.19135,405.78293,366.48496,524.2
future_earnings_per_share_growth_annual,-0.01813
future_revenue_growth_annual,0.01515
future_cash_ops_growth_annual,-0.01604
future_net_income_growth_annual,-0.02537
future_industry_analysis
future_merged_future_ebitda_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_ebitda,696.10918,631.30616,564.1903,781.3
future_ebitda_1y,564.1903
future_ebitda_growth_1y,-0.27788
future_forward_pe_1y,47.9463
future_forward_price_to_sales_1y,10.53166
future_forward_ev_to_ebitda_1y,30.19039
future_forward_ev_to_sales_1y,10.37464
future_gross_profit_margin_1y,0.63816
future_net_income_margin_1y,0.22322
future_merged_future_revenue_high_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_revenue_high,2270.69,2011.189,1792.28,1971.2
future_merged_future_revenue_low_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_revenue_low,1837.382,1663.58074,1521.66304,1971.2
future_merged_future_net_income_high_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_net_income_high,532.54,483.164,404.99,524.2
future_merged_future_net_income_low_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_net_income_low,411,351,319.68956,524.2
health_net_income,524.2
health_net_interest_expense,-3.5
health_cash_operating,625.3
health_total_assets,2075
health_ppe,882.1
health_inventory,270.6
health_cash_st_investments,377.6
health_receivables,228.9
health_current_assets,920
health_total_equity,1520.9
health_total_debt,76.1
health_long_term_debt,63.7
health_long_term_liab,126.6
health_accounts_payable,56.7
health_total_current_liab,427.5
health_total_liab_equity,2075
health_total_debt_equity,5.003
health_total_inventory,270.6
health_debt_to_equity_ratio,0.05003
health_debt_to_equity_ratio_past,0.1276
health_assets_equity_ratio,1.36432
health_fixed_to_total_assets,0.55551
health_current_assets_to_total_debt,12.08935
health_operating_cash_flow_to_total_debt,8.21681
health_net_interest_cover,203.51429
health_current_solvency_ratio,2.15204
health_current_assets_to_long_term_liab,7.26698
health_operating_expenses,533.3
