dividend_dividend_yield,0.02608
dividend_dividend_yield_future,0.03336
dividend_dividend_volatility,1
dividend_dividend_paying_years,8
dividend_payout_ratio,0.26545
dividend_payout_ratio_3y,0.30531
dividend_historical_dividend_yield_date,1634342400,1630454400,1614124800,1598400000,1581897600,1566172800,1550534400,1535328000,1519084800,1503964800,1470009600,1453075200,1442275200,1426118400,1414368000,1411344000,1379289600
dividend_historical_dividend_yield,0.02608,0.02809,0.02991,0.03854,0.03393,0.0345,0.03118,0.03649,0.0343,0.03708,0.05281,0.02805,0.0297,0,0,0,0.06466
dividend_historical_dividend_payments_date,1634342400,1630454400,1614124800,1598400000,1581897600,1566172800,1550534400,1535328000,1519084800,1503964800,1470009600,1453075200,1442275200,1426118400,1414368000,1411344000,1379289600
dividend_historical_dividend_payments,0.06,0.06,0.08,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.18,0.08,0.06,0,0,0,0.15
dividend_merged_future_dividends_per_share_date,1719705600,1688083200,1656547200,1634342400
dividend_merged_future_dividends_per_share,0.08316,0.07331,0.0768,0.06
dividend_merged_future_yield_date,1719705600,1688083200,1656547200,1634342400
dividend_merged_future_yield,0.03616,0.03187,0.03339,0.02609
dividend_upcoming_dividend
dividend_dividend_yield_growth_annual,0.03637
dividend_first_payment,0.15
dividend_last_payment,0.06
dividend_industry_analysis
dividend_buyback_yield,-0.37444
dividend_total_shareholder_yield,-0.34836
dividend_payout_ratio_median_3yr,0.45991
dividend_dividend_payments_growth_annual,0.01922
dividend_dividend_payments_single_growth_1y,-0.5625
dividend_dividend_payments_single_growth_3y,-0.5625
dividend_dividend_payments_single_growth_5y,-0.4622
dividend_dividend_payments_ltm,0.07
dividend_payout_ratio_history_date,1625011200,1617148800,1609372800,1601424000,1593475200,1585612800,1577750400,1569801600,1561852800,1553990400,1546214400,1538265600,1530316800,1522454400,1514678400,1506729600,1498780800,1490918400,1483142400,1475193600,1467244800,1459382400,1451520000,1443571200,1435622400
dividend_payout_ratio_history,0.26545,0.29964,0.31986,0.36469,0.40751,0.43212,0.45991,0.47782,0.49722,0.49022,0.48348,0.47283,0.46248,0.47562,0.48979,0.51472,0.54368,0.58548,0.63098,0.60763,0.58118,0.73566,0.58644,0.46452,0.34499
future_return_on_equity_1y,0.11867
future_return_on_equity_3y,0.11309
future_earnings_per_share_growth_1y,0.05135
future_earnings_per_share_growth_3y,0.25166
future_earnings_per_share_1y,0.27724
future_earnings_per_share_2y,0.3302
future_earnings_per_share_3y,0.33006
future_revenue_growth_1y,0.33897
future_revenue_growth_2y,0.42399
future_revenue_growth_3y,0.53774
future_revenue_1y,1096.83668
future_revenue_2y,1166.48224
future_revenue_3y,1259.65992
future_cash_ops_growth_1y,0.60548
future_cash_ops_growth_2y,0.79229
future_cash_ops_growth_3y,0.73315
future_cash_ops_1y,443.57143
future_cash_ops_2y,495.18571
future_cash_ops_3y,478.84477
future_net_income_growth_1y,0.38982
future_net_income_growth_2y,0.83605
future_net_income_growth_3y,0.70797
future_net_income_1y,203.18862
future_net_income_2y,268.42754
future_net_income_3y,249.70168
future_minimum_earnings_growth,0.0186
future_merged_future_earnings_per_share_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_earnings_per_share,0.33006,0.3302,0.27724,0.2637
future_merged_future_earnings_per_share_high_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_earnings_per_share_high,0.45,0.44,0.34,0.2637
future_merged_future_earnings_per_share_low_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_earnings_per_share_low,0.122,0.119,0.155,0.2637
future_merged_future_revenue_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_revenue,1259.9152,1166.48224,1096.83668,819.162
future_merged_future_cash_operations_date,1719705600,1688083200,1656547200,1625011200
