dividend_dividend_yield,0.05341
dividend_dividend_yield_future,0.0541
dividend_dividend_volatility,1
dividend_dividend_paying_years,10
dividend_payout_ratio,1.20573
dividend_payout_ratio_3y,1.02035
dividend_historical_dividend_yield_date,1633824000,1629158400,1614124800,1610668800,1598400000,1582070400,1581984000,1569369600,1550534400,1534809600,1519171200,1519084800,1503014400,1502928000,1487203200,1475020800,1455753600,1443484800,1424304000,1424217600,1408665600,1377216000,1377129600,1361491200,1347494400,1330041600,1329955200,1315785600,1313712000,1304640000,1297382400,1297296000,1288915200,1288828800
dividend_historical_dividend_yield,0.05341,0.05205,0.05403,0.05267,0.0535,0.0551,0.05561,0.05559,0.06027,0.06178,0.0653,0.0694,0.06834,0.06378,0.0637,0.06273,0.0605,0.06781,0.06073,0.05576,0.05801,0.06468,0.07135,0.08078,0.08544,0.072,0.08353,0.07943,0.06969,0.05707,0.06729,0.06437,0.06376,0.06699
dividend_historical_dividend_payments_date,1633824000,1629158400,1614124800,1610668800,1598400000,1582070400,1581984000,1569369600,1550534400,1534809600,1519171200,1519084800,1503014400,1502928000,1487203200,1475020800,1455753600,1443484800,1424304000,1424217600,1408665600,1377216000,1377129600,1361491200,1347494400,1330041600,1329955200,1315785600,1313712000,1304640000,1297382400,1297296000,1288915200,1288828800
dividend_historical_dividend_payments,0.25,0.25,0.25,0.25,0.25,0.25,0.265,0.25,0.235,0.25,0.235,0.235,0.25,0.25,0.235,0.22,0.22,0.22,0.18,0.18,0.18,0.16,0.16,0.19,0.2,0.18,0.18,0.18,0.18,0.14,0.14,0.14,0.14,0.14
dividend_merged_future_dividends_per_share_date,1719705600,1688083200,1656547200,1633824000
dividend_merged_future_dividends_per_share,0.25667,0.254,0.25,0.25
dividend_merged_future_yield_date,1719705600,1688083200,1656547200,1633824000
dividend_merged_future_yield,0.05484,0.05427,0.05342,0.05342
dividend_upcoming_dividend
dividend_dividend_yield_growth_annual,-0.02484
dividend_first_payment,0.14
dividend_last_payment,0.25
dividend_industry_analysis
dividend_buyback_yield,
dividend_total_shareholder_yield,
dividend_payout_ratio_median_3yr,1.10104
dividend_dividend_payments_growth_annual,0.03302
dividend_dividend_payments_single_growth_1y,0
dividend_dividend_payments_single_growth_3y,0.13636
dividend_dividend_payments_single_growth_5y,0.13636
dividend_dividend_payments_ltm,0.29412
dividend_payout_ratio_history_date,1625011200,1617148800,1609372800,1601424000,1593475200,1585612800,1577750400,1569801600,1561852800,1553990400,1546214400,1538265600,1530316800,1522454400,1514678400,1506729600,1498780800,1490918400,1483142400,1475193600,1467244800,1459382400,1451520000,1443571200,1435622400,1419984000
dividend_payout_ratio_history,1.20573,1.17595,1.12776,1.10104,1.09345,1.05673,1.02027,1.0042,0.98758,1.05571,1.13399,1.11953,1.10542,1.05195,1.00341,0.98342,0.96421,0.99721,1.03259,1.05962,1.08811,1.06609,1.045,1.01472,0.98338,1.02853
future_return_on_equity_1y,0.27778
future_return_on_equity_3y,0.31191
future_earnings_per_share_growth_1y,0.05675
future_earnings_per_share_growth_3y,0.18996
future_earnings_per_share_1y,0.21911
future_earnings_per_share_2y,0.23219
future_earnings_per_share_3y,0.24673
future_revenue_growth_1y,0.01185
future_revenue_growth_2y,0.03184
future_revenue_growth_3y,0.0513
future_revenue_1y,3635.56554
future_revenue_2y,3707.39771
