dividend_dividend_yield,0.00807
dividend_dividend_yield_future,0.01414
dividend_dividend_volatility,
dividend_dividend_paying_years,10
dividend_payout_ratio,0.40148
dividend_payout_ratio_3y,0.47885
dividend_historical_dividend_yield_date,1633824000,1622073600,1593129600,1590537600,1561507200,1559001600,1529971200,1527552000,1498521600,1496102400,1464134400,1435536000,1432684800,1415577600,1401148800,1369699200,1352764800,1338336000,1306368000,1289952000
dividend_historical_dividend_yield,0.00807,0.00897,0.01047,0.01468,0.01438,0.01434,0.01461,0.01636,0.01661,0.01792,0.01923,0.02215,0.02134,0.02092,0.02174,0.02299,0.02322,0.0283,0.02035,0.02268
dividend_historical_dividend_payments_date,1633824000,1622073600,1593129600,1590537600,1561507200,1559001600,1529971200,1527552000,1498521600,1496102400,1464134400,1435536000,1432684800,1415577600,1401148800,1369699200,1352764800,1338336000,1306368000,1289952000
dividend_historical_dividend_payments,0.75,0.75,0.59,0.59,0.56,0.56,0.45,0.45,0.41,0.41,0.37,0.34,0.34,0.33,0.32,0.27,0.26,0.28,0.2,0.19
dividend_merged_future_dividends_per_share_date,1711843200,1680220800,1648684800,1633824000
dividend_merged_future_dividends_per_share,1.51376,1.29326,1.1328,0.75
dividend_merged_future_yield_date,1711843200,1680220800,1648684800,1633824000
dividend_merged_future_yield,0.01631,0.01393,0.0122,0.00808
dividend_upcoming_dividend
dividend_dividend_yield_growth_annual,-0.07933
dividend_first_payment,0.19
dividend_last_payment,0.75
dividend_industry_analysis
dividend_buyback_yield,
dividend_total_shareholder_yield,
dividend_payout_ratio_median_3yr,0.40148
dividend_dividend_payments_growth_annual,0.12675
dividend_dividend_payments_single_growth_1y,0.27119
dividend_dividend_payments_single_growth_3y,0.66607
dividend_dividend_payments_single_growth_5y,1.02615
dividend_dividend_payments_ltm,0.88235
dividend_payout_ratio_history_date,1617148800,1609372800,1601424000,1593475200,1585612800,1577750400,1569801600,1561852800,1553990400,1546214400,1538265600,1530316800,1522454400,1514678400,1506729600,1498780800,1490918400,1483142400,1475193600,1467244800,1459382400,1451520000,1443571200,1435622400,1427760000,1419984000
dividend_payout_ratio_history,0.40148,0.38762,0.37255,0.37286,0.37319,0.39575,0.42122,0.41555,0.40975,0.40466,0.39889,0.40921,0.42083,0.42284,0.42497,0.41525,0.40553,0.40943,0.41355,0.41686,0.42055,0.4175,0.41422,0.41224,0.41026,0.40517
future_return_on_equity_1y,0.22187
future_return_on_equity_3y,0.19335
future_earnings_per_share_growth_1y,0.47962
future_earnings_per_share_growth_3y,0.73522
future_earnings_per_share_1y,2.764
future_earnings_per_share_2y,3.00256
future_earnings_per_share_3y,3.24147
future_revenue_growth_1y,0.34161
future_revenue_growth_2y,0.38587
future_revenue_growth_3y,0.44686
future_revenue_1y,4754.05055
future_revenue_2y,4910.87225
future_revenue_3y,5126.98349
future_cash_ops_growth_1y,-0.14692
future_cash_ops_growth_2y,0.04443
future_cash_ops_growth_3y,0.13454
future_cash_ops_1y,321
future_cash_ops_2y,393
future_cash_ops_3y,426.9071
future_net_income_growth_1y,0.47213
future_net_income_growth_2y,0.58118
future_net_income_growth_3y,0.69157
future_net_income_1y,276.92192
future_net_income_2y,297.43608
future_net_income_3y,318.20128
future_minimum_earnings_growth,0.0209
future_merged_future_earnings_per_share_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_earnings_per_share,3.24212,3.00256,2.764,1.86805
future_merged_future_earnings_per_share_high_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_earnings_per_share_high,3.487,3.149,2.86579,1.86805
future_merged_future_earnings_per_share_low_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_earnings_per_share_low,3.00832,2.88225,2.6857,1.86805
future_merged_future_revenue_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_revenue,5127.57558,4910.87225,4754.05055,3543.531
future_merged_future_cash_operations_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_cash_operations,427,393,321,376.282
future_merged_future_net_income_date,1711843200,1680220800,1648684800,1617148800
future_merged_future_net_income,318.25817,297.43608,276.92192,188.11
future_earnings_per_share_growth_annual,0.16032
future_revenue_growth_annual,0.10705
future_cash_ops_growth_annual,0.0591
future_net_income_growth_annual,0.15205
future_industry_analysis
future_merged_future_ebitda_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_ebitda,682.48887,641.96186,599.49394,335.902
future_ebitda_1y,599.49394
future_ebitda_growth_1y,0.78473
future_forward_pe_1y,33.58538
future_forward_price_to_sales_1y,1.96629
future_forward_ev_to_ebitda_1y,16.73993
future_forward_ev_to_sales_1y,2.11093
future_gross_profit_margin_1y,
future_net_income_margin_1y,0.05824
future_merged_future_revenue_high_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_revenue_high,5509.756,5092.511,4931.03,3543.531
future_merged_future_revenue_low_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_revenue_low,4708.83,4591.22,4629.57375,3543.531
future_merged_future_net_income_high_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_net_income_high,335.12,303.27,288.57937,188.11
future_merged_future_net_income_low_date,1711843.2,1680220.8,1648684.8,1617148.8
future_merged_future_net_income_low,302.93189,290.23813,270.45,188.11
future_next_earnings_release,
health_net_income,188.11
health_net_interest_expense,-21.702
health_cash_operating,376.282
health_total_assets,2486.906
health_ppe,1486.119
health_inventory,
health_cash_st_investments,139.555
health_receivables,489.497
health_current_assets,718.583
health_total_equity,1115.046
health_total_debt,210
health_long_term_debt,210
health_long_term_liab,709.337
health_accounts_payable,412.826
health_total_current_liab,662.523
health_total_liab_equity,2486.906
health_total_debt_equity,18.833
health_total_inventory,
health_debt_to_equity_ratio,0.18833
health_debt_to_equity_ratio_past,0.60717
health_assets_equity_ratio,2.23031
health_fixed_to_total_assets,0.59757
health_current_assets_to_total_debt,3.42182
health_operating_cash_flow_to_total_debt,1.79181
health_net_interest_cover,13.09137
health_current_solvency_ratio,1.08461
health_current_assets_to_long_term_liab,1.01303
health_operating_expenses,
health_operating_expenses_total
health_operating_expenses_growth_annual,
health_operating_expenses_stable_years,
health_operating_expenses_growth_years,
health_median_2yr_net_income,159.201
health_industry_analysis
health_capex,-104.048
health_capex_growth_1y,0.27384
health_capex_growth_annual,-0.04369
health_net_debt,70.445
health_management_rate_return,0.18569
health_book_value_per_share,11.07311
health_levered_free_cash_flow,254.204
health_levered_free_cash_flow_1y,140.838
health_levered_free_cash_flow_2y,94.21305
health_levered_free_cash_flow_history_date,1617148800,1609372800,1601424000,1593475200,1585612800,1577750400,1569801600,1561852800,1553990400,1546214400,1538265600,1530316800,1522454400,1514678400,1506729600,1498780800,1490918400,1483142400,1475193600,1467244800,1459382400,1451520000,1443571200,1435622400,1427760000
health_levered_free_cash_flow_history,254.204,247.4935,240.783,190.8105,140.838,118.9785,97.119,95.658,94.197,85.0265,75.856,73.4515,71.047,68.5255,66.004,64.9845,63.965,62.9375,61.91,43.5405,25.171,13.526,1.881,-8.4545,-18.79
health_levered_free_cash_growth_annual,
health_levered_free_cash_flow_growth_annual,0.40763
