dividend_dividend_yield,0.03473
dividend_dividend_yield_future,0.03653
dividend_dividend_volatility,
dividend_dividend_paying_years,6
dividend_payout_ratio,1.01203
dividend_payout_ratio_3y,1.61253
dividend_historical_dividend_yield_date,1633824000,1633478400,1614038400,1598313600,1582588800,1569974400,1550534400,1538438400,1503446400,1487635200,1475107200,1442448000,1430352000
dividend_historical_dividend_yield,0.03473,0.03446,0.0318,0.02828,0.03542,0.03271,0.03289,0.04275,0.04703,0.04809,0.05169,0.05169,0.05855
dividend_historical_dividend_payments_date,1633824000,1633478400,1614038400,1598313600,1582588800,1569974400,1550534400,1538438400,1503446400,1487635200,1475107200,1442448000,1430352000
dividend_historical_dividend_payments,0.169,0.169,0.169,0.169,0.1642,0.1642,0.1464,0.1432,0.1403,0.1373,0.135,0.1288,0.1302
dividend_merged_future_dividends_per_share_date,1719705600,1688083200,1656547200,1633824000
dividend_merged_future_dividends_per_share,0.18144,0.17226,0.17068,0.169
dividend_merged_future_yield_date,1719705600,1688083200,1656547200,1633824000
dividend_merged_future_yield,0.03729,0.03541,0.03508,0.03474
dividend_upcoming_dividend
dividend_dividend_yield_growth_annual,-0.09769
dividend_first_payment,0.1302
dividend_last_payment,0.169
dividend_industry_analysis
dividend_buyback_yield,0.00023
dividend_total_shareholder_yield,0.03496
dividend_payout_ratio_median_3yr,1.53781
dividend_dividend_payments_growth_annual,0.05447
dividend_dividend_payments_single_growth_1y,0
dividend_dividend_payments_single_growth_3y,0.18
dividend_dividend_payments_single_growth_5y,0.25176
dividend_dividend_payments_ltm,0.19465
dividend_payout_ratio_history_date,1625011200,1617148800,1609372800,1601424000,1593475200,1585612800,1577750400,1569801600,1561852800,1553990400,1546214400,1538265600,1530316800,1522454400,1514678400,1506729600,1498780800,1490918400,1483142400,1475193600,1467244800,1459382400,1451520000,1443571200,1435622400,1427760000,1419984000
dividend_payout_ratio_history,1.01203,1.35359,2.04316,2.23273,2.46108,1.5415,1.11334,1.1739,1.24143,1.36547,1.53781,1.66797,1.82599,1.89063,1.96127,1.8762,1.79795,1.75243,1.70826,1.78494,1.87029,1.632,1.4436,1.3886,1.3365,1.34449,1.34996
future_return_on_equity_1y,0.04891
future_return_on_equity_3y,0.059
future_earnings_per_share_growth_1y,-0.40907
future_earnings_per_share_growth_3y,-0.36212
future_earnings_per_share_1y,0.09868
future_earnings_per_share_2y,0.09986
future_earnings_per_share_3y,0.10652
future_revenue_growth_1y,-0.18801
future_revenue_growth_2y,-0.23065
future_revenue_growth_3y,-0.25926
future_revenue_1y,3488.33033
future_revenue_2y,3305.14833
future_revenue_3y,3182.23974
future_cash_ops_growth_1y,0.56613
future_cash_ops_growth_2y,0.24594
future_cash_ops_growth_3y,0.3061
future_cash_ops_1y,675
future_cash_ops_2y,537
future_cash_ops_3y,562.92896
future_net_income_growth_1y,-0.40647
future_net_income_growth_2y,-0.39618
future_net_income_growth_3y,-0.35189
future_net_income_1y,254.02895
future_net_income_2y,258.43328
future_net_income_3y,277.39181
future_minimum_earnings_growth,0.0209
future_merged_future_earnings_per_share_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_earnings_per_share,0.10654,0.09986,0.09868,0.16699
future_merged_future_earnings_per_share_high_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_earnings_per_share_high,0.1196,0.1095,0.1091,0.16699
future_merged_future_earnings_per_share_low_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_earnings_per_share_low,0.09,0.09,0.09,0.16699
future_merged_future_revenue_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_revenue,3181.903,3305.14833,3488.33033,4296
future_merged_future_cash_operations_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_cash_operations,563,537,675,431
future_merged_future_net_income_date,1719705600,1688083200,1656547200,1625011200
future_merged_future_net_income,277.44375,258.43328,254.02895,428
future_earnings_per_share_growth_annual,-0.06107
future_revenue_growth_annual,-0.09124
future_cash_ops_growth_annual,0.08329
future_net_income_growth_annual,-0.0459
future_industry_analysis
future_merged_future_ebitda_date,1719705.6,1688083.2,1656547.2,1625011.2
future_merged_future_ebitda,800.71208,757.19121,746.52262,874
future_ebitda_1y,746.52262
future_ebitda_growth_1y,-0.14586
future_forward_pe_1y,49.30077
future_forward_price_to_sales_1y,3.57325
future_forward_ev_to_ebitda_1y,18.87376
future_forward_ev_to_sales_1y,4.03909
